variable_name,datasets_involved,conflict_type,evidence,proposed_change,risk_note
log_cons_pcap,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: Log (cons per capita) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta) | log cons per cap (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | log(consumption per capita) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_cons_pcap_muslim,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (cons per capita muslim) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta) | log(Muslim consumption per capita) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_cons_pcap_nonscmuslim,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (cons per capita other) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta) | log(Other consumption per capita) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_cons_pcap_sc,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (cons per capita sc) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta) | log(SC consumption per capita) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_hospital,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (all hospitals in neighborhood) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (hospitals) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_hospital_emp_priv,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (private hospital employment in neighborhood) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (private hospital employment) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_hospital_emp_pub,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (public hospital employment in neighborhood) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (public hospital employment) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_hospital_priv,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (private hospitals in neighborhood) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (private hospitals) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_hospital_pub,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (public hospitals in neighborhood) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (public hospitals) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_primary,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (all primary schools in neighborhood)  (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (primary schools)  (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_primary_emp_priv,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (private primary school employment in neighborhood)  (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (private primary school employment)  (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_primary_emp_pub,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (public primary school employment in neighborhood)  (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (public primary school employment)  (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_primary_priv,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (private primary schools in neighborhood)  (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (private primary schools)  (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_primary_pub,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (public primary schools in neighborhood)  (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (public primary schools)  (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
log_secondary,segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta; segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta; segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta,label,variable_label: <blank> (segregation_blockdata_urban_200.dta; segregation_blockdata_urban_4000.dta) | Log (all secondary schools in neighborhood) (segregation_blockdata_rural_200.dta; segregation_blockdata_rural_4000.dta) | Log (secondary schools) (segregation_citydata_rural_200.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta),Choose one authoritative variable label or rename if labels imply different concepts.,Blank versus nonblank labels are flagged because documentation differs across datasets.
